FID,Reference,ReferenceNumb,studyYear,State,location,soil,planted date,Date rust first appeared,Growth stage applied,applicationsNumb,trade name,active ingredient,active ingredient coded,class,class code,amount,stats,replications,mean sep,rustSeverPerc,rustSeverPercLSD,rustSeverPercCont,rustSeverPercContLSD,rustSever1-8,rustSever1-8LSD,rustSever1-8Cont,rustSever1-8ContLSD,Tsincidence,TSincidenceLSD,TSincidenceCont,TSincidenceContLSD,Tsseverity,TSseverityLSD,TSseverityCont,TSseverityContLSD,CercoSever,CercoSeverLSD,CercoSeverCont,CercoSeverContLSD,yield,yieldLSD,yieldCont,yieldContLSD,seedWt,seedWtLSD,seedWtCont,seedWtContLSD,defoliation,lsd,control defol,conrol lsd,aerial web,lsd arial,control arial web,lsd arial
518,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Quadris fb Quadris,azoxystrobin fb azoxystrobin,azo fb azo,strobilurin,strobilurin,"6,6",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,42,9.52,44.8,9.52,,,,,,,,,,,,
519,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Quadris fb Quadris,azoxystrobin fb azoxystrobin,azo fb azo,strobilurin,strobilurin,"12,12",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,38.7,9.52,44.8,9.52,,,,,,,,,,,,
520,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Quadris fb Quadris,azoxystrobin fb azoxystrobin,azo fb azo,strobilurin,strobilurin,"18,18",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,41.8,9.52,44.8,9.52,,,,,,,,,,,,
521,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Quadris fb Quadris,azoxystrobin fb azoxystrobin,azo fb azo,strobilurin,strobilurin,"24,24",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,47.5,9.52,44.8,9.52,,,,,,,,,,,,
522,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Topguard fb Topguard,flutriafol fb flutriafol,flut fb flut,triazole,triazole,"7,7",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,43.5,9.52,44.8,9.52,,,,,,,,,,,,
523,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Topguard fb Topguard,flutriafol fb flutriafol,flut fb flut,triazole,triazole,"14,14",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,43.2,9.52,44.8,9.52,,,,,,,,,,,,
524,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Topguard fb Topguard,flutriafol fb flutriafol,flut fb flut,triazole,triazole,"21,21",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,41.7,9.52,44.8,9.52,,,,,,,,,,,,
525,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,"r2,r5.5",2,Topguard fb Topguard,flutriafol fb flutriafol,flut fb flut,triazole,triazole,"28,28",rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,39.8,9.52,44.8,9.52,,,,,,,,,,,,
526,O'Brien et al ref 69,69,2013,FL,NFREC,fine loamy thermic Plinthic Kandiudult,41444,,r5,1,Stratego YLD,prothioconizole + trifloxystrobin,prot + trif,mixed modes of action,mma,4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,42.2,9.52,44.8,9.52,,,,,,,,,,,,
527,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Headline SBR fb Headline SBR,tebuconazole + pyraclostrobin fb tebuconazole + pyraclostrobin,tebu + pyra fb tebu + pyra,mixed modes of action,mma,7.8 fb 7.8,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,39,6.5,31.6,6.5,,,,,6.5,9.7,60.5,9.7,,,,
528,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Stratego fb Stratego,propiconizole fb propiconizole,prop fb prop,mixed modes of action,triazole,10 fb 10,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,35.8,6.5,31.6,6.5,,,,,9.25,9.7,60.5,9.7,,,,
529,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Quilt fb Quilt,propiconizole + azoxystrobin fb propiconizole + azoxystrobin,prop + azo fb prop + azo,mixed modes of action,mma,14 fb 14,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,31.4,6.5,31.6,6.5,,,,,14.5,9.7,60.5,9.7,,,,
530,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Headline fb Folicur,pyraclostrobin fb tebucanozole,pyra fb tebu,mixed modes of action,mma,7.8 fb 4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,38.3,6.5,31.6,6.5,,,,,3.75,9.7,60.5,9.7,,,,
531,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Headline SBR fb Laredo,tebucanozole + pyraclostrobin fb myclobutanil,tebu + pyra fb myc,mixed modes of action,mma,7.8 fb 7.8,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,34.9,6.5,31.6,6.5,,,,,8.5,9.7,60.5,9.7,,,,
532,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Laredo fb Laredo,myclobutanil fb myclobutanil,myc fb myc,myclobutanil,myc,7 fb 7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,37.4,6.5,31.6,6.5,,,,,14.75,9.7,60.5,9.7,,,,
533,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Stratego fb Folicur,propiconizole + trifloxystrobin fb tebuconizole,prop +trif fb tebu,mixed modes of action,mma,10 fb 4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,39.3,6.5,31.6,6.5,,,,,10.25,9.7,60.5,9.7,,,,
534,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Stratego fb Laredo,propiconizole + trifloxystrobin fb pryaclostrobin,prop + trif fb prya,mixed modes of action,mma,10 fb 7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,36.2,6.5,31.6,6.5,,,,,17,9.7,60.5,9.7,,,,
535,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Laredo fb Laredo + Headline,myclobutanil fb myclobutanil + pyraclostrobin,myc fb myc + pyra,mixed modes of action,mma,7 fb 7 = 6,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,39.8,6.5,31.6,6.5,,,,,5.75,9.7,60.5,9.7,,,,
536,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Quilt fb Folicur,propiconizole + azoxystrobin fb tebuconazole,prop +azo fb tebu,mixed modes of action,mma,14 fb 4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,32.5,6.5,31.6,6.5,,,,,7.25,9.7,60.5,9.7,,,,
537,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Quilt fb Laredo,propiconizole + azoxystrobin fb myclobutanil,prop + azo fb myc,mixed modes of action,mma,14 fb 7,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,38.2,6.5,31.6,6.5,,,,,13.25,9.7,60.5,9.7,,,,
538,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Laredo fb Laredo + Dithane,myclobutanil fb myclobutanil + mancozeb,myc fb myc + man,mixed modes of action,mma,7 fb 2lb,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,36.7,6.5,31.6,6.5,,,,,11.25,9.7,60.5,9.7,,,,
539,Sikora et al ref 70,70,2005,AL,GCREC,Malbis fine sandy loam,38524,,"r2,r5",2,Folicur fb Folicur,tebuconazole fb tebuconazole,tebu fb tebu,tebuconazole,tebu,4 fb 4,rcb,4,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,38.8,6.5,31.6,6.5,,,,,6.5,9.7,60.5,9.7,,,,
540,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Laredo,myclobutanil,myc,triazole,myc,7,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,46.5,,42.6,,,,,,,,,,,,,
541,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Quilt,propiconizole + azoxystrobin,prop + azy,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,49.8,,42.6,,,,,,,,,,,,,
542,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Folicur + Topsin,tebucanizole + thiophanate methyl,tebu + thio,mixed modes of action,mma,4 + 16,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,51.4,,42.6,,,,,,,,,,,,,
543,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Folicur + Topsin,tebucanizole + thiophanate methyl,tebu + thio,mixed modes of action,mma,4 + 16,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,49.3,,42.6,,,,,,,,,,,,,
544,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Folicur + Topsin,tebucanizole + thiophanate methyl,tebu + thio,mixed modes of action,mma,4 + 16,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,48.7,,42.6,,,,,,,,,,,,,
545,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Echo fb Folicur,chlorothalonil fb tebucanozole,chlo fb tebu,mixed modes of action,mma,32 + 4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,44.7,,42.6,,,,,,,,,,,,,
546,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Stratego + Induce,propiconizole + trifloxystrobin ,prop + trif,mixed modes of action,mma,10 + .125%,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,48.5,,42.6,,,,,,,,,,,,,
547,Kemerait et al ref 71,71,2005,GA,Lang farm,Tifton loamy sand,38489,,"r1,r3,r5",3,Stratego + Induce,propiconizole + trifloxystrobin,prop + trif,mixed modes of action,mma,4 + .125%,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,51.1,,42.6,,,,,,,,,,,,,
548,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,"v5,r1",2,Echo,chlorothalonil,chlo,chloronitrile,chloronitrile,20,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,7.3,0.9,7.1,0.9,50.3,4.2,51.9,4.2,,,,,,,,,,,,
549,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,"v5,r1",2,Echo,chlorothalonil,chlo,chloronitrile,chloronitrile,20,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,7.4,0.9,7.1,0.9,53.3,4.2,51.9,4.2,,,,,,,,,,,,
550,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r1,1,Folicur + Echo,tebuconizole + chlorothalonil,tebu + chlor,mixed modes of action,mma,4 + 20,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,7.4,0.9,7.1,0.9,49.8,4.2,51.9,4.2,,,,,,,,,,,,
551,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r1,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,6.8,0.9,7.1,0.9,53.4,4.2,51.9,4.2,,,,,,,,,,,,
552,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r1,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,8.5,0.9,7.1,0.9,49.1,4.2,51.9,4.2,,,,,,,,,,,,
553,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r1,1,Topsin,thiophanate methyl,thio,thiophanate,thiophanate,15,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,5.9,0.9,7.1,0.9,54.1,4.2,51.9,4.2,,,,,,,,,,,,
554,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r3,1,Folicur,tebuconizole,tebu,triazole,triazole,4,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,6,0.9,7.1,0.9,55.8,4.2,51.9,4.2,,,,,,,,,,,,
555,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r5,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,7.5,0.9,7.1,0.9,52.6,4.2,51.9,4.2,,,,,,,,,,,,
556,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r3,1,Folicur,tebuconizole,tebu,triazole,triazole,4,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,6.5,0.9,7.1,0.9,55.6,4.2,51.9,4.2,,,,,,,,,,,,
557,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r5,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,6,0.9,7.1,0.9,56.6,4.2,51.9,4.2,,,,,,,,,,,,
558,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,"r3,r5",2,Laredo,myclobutanil,myc,triazole,triazole,7,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,4.9,0.9,7.1,0.9,55.8,4.2,51.9,4.2,,,,,,,,,,,,
559,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r3,1,Laredo,myclobutanil,myc,triazole,triazole,5,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,r5,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,"r3,r5",2,Quadris,azoxystrobin,azo,strobilurin,strobilurin,4 + 10,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Padgett et al ref 72,72,2005,LA,NRS,Bruin silt loam,38484,,"r3,r5",2,Quilt ,propiconizole + azoxystrobin,prop + azy,mixed modes of action,mma,14,rcb,3,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,7.3,0.8,8.3,0.8,38.7,4.8,35.8,4.8,,,,,58.8,17,80,17,,,,
564,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,6.6,0.8,8.3,0.8,37.6,4.8,35.8,4.8,,,,,51.3,17,80,17,,,,
565,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Topsin,thiophanate methyl,thio,thiophanate,thiophanate,15,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,7.8,0.8,8.3,0.8,37.7,4.8,35.8,4.8,,,,,73.8,17,80,17,,,,
566,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,6.8,0.8,8.3,0.8,39.3,4.8,35.8,4.8,,,,,51.3,17,80,17,,,,
567,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,7.6,0.8,8.3,0.8,38.4,4.8,35.8,4.8,,,,,70,17,80,17,,,,
568,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Topsin,thiophanate methyl,thio,thiophanate,thiophanate,15,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,8.3,0.8,8.3,0.8,36.5,4.8,35.8,4.8,,,,,80,17,80,17,,,,
569,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,"r3,r5",2,Quilt,propiconizole + azoxystrobin,prop + azy,mixed modes of action,mma,14,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,7,0.8,8.3,0.8,38.4,4.8,35.8,4.8,,,,,57.5,17,80,17,,,,
570,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Folicur,tebuconizole,tebu,triazole,triazole,4,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,6.6,0.8,8.3,0.8,38,4.8,35.8,4.8,,,,,48.8,17,80,17,,,,
571,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,6.6,0.8,8.3,0.8,41.6,4.8,35.8,4.8,,,,,46.3,17,80,17,,,,
572,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Folicur,tebuconizole,tebu,triazole,triazole,4,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,7.3,0.8,8.3,0.8,39.3,4.8,35.8,4.8,,,,,62.5,17,80,17,,,,
573,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6.2,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,7,0.8,8.3,0.8,37.8,4.8,35.8,4.8,,,,,51.3,17,80,17,,,,
574,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Domark,tetraconizole,tetra,triazole,triazole,5,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,4.7,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r3,1,Laredo,myclobutanil,myc,triazole,triazole,7,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Padgett et al ref 73,73,2005,LA,NRS,Bruin silt loam,38489,,r5,1,Headline,pryaclostrobin,pyra,strobilurin,strobilurin,4.7,rcb,3,Fishers LSD (p</=0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38869,,"r2,r4",2,Headline SBR fb Headline SBR,tebuconazole + pyraclostrobin fb tebuconazole + pyraclostrobin,tebu + pyra fb tebu + pyra,mixed modes of action,mma,7.8 fb 7.8,rcb,4,Fishers LSD (p</=0.1,,,,,2,1.3,8,1.3,,,,,,,,,,,,,86,12.6,52.3,12.6,,,,,10,16.2,100,16.2,,,,
579,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38870,,"r2,r5",2,Stratego fb Stratego,propiconizole fb propiconizole,prop fb prop,mixed modes of action,triazole,10 fb 10,rcb,5,Fishers LSD (p</=0.2,,,,,6,1.3,8,1.3,,,,,,,,,,,,,65.2,12.6,52.3,12.6,,,,,20,16.2,100,16.2,,,,
580,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38871,,"r2,r6",2,Quilt fb Quilt,propiconizole + azoxystrobin fb propiconizole + azoxystrobin,prop + azo fb prop + azo,mixed modes of action,mma,14 fb 14,rcb,6,Fishers LSD (p</=0.3,,,,,6,1.3,8,1.3,,,,,,,,,,,,,76.5,12.6,52.3,12.6,,,,,29,16.2,100,16.2,,,,
581,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38872,,"r2,r7",2,Headline SBR fb Folicur,tebuconazole + pyraclostrobin fb tebuconazole ,tebu + pyra fb tebu,mixed modes of action,mma,7.8 fb 4,rcb,7,Fishers LSD (p</=0.4,,,,,0,1.3,8,1.3,,,,,,,,,,,,,85.2,12.6,52.3,12.6,,,,,12,16.2,100,16.2,,,,
582,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38873,,"r2,r8",2,Headline SBR fb Laredo,tebuconazole + pyraclostrobin fb myclobutanil,tebu + pyra fb myc,mixed modes of action,mma,7.8 fb 7.8,rcb,8,Fishers LSD (p</=0.5,,,,,2,1.3,8,1.3,,,,,,,,,,,,,84.5,12.6,52.3,12.6,,,,,13,16.2,100,16.2,,,,
583,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38874,,"r2,r9",2,Headline SBR fb Topguard,tebuconazole + pyraclostrobin fb flutriafol,tebu +pyra fb flut,mixed modes of action,mma,7.8 fb 7.8,rcb,9,Fishers LSD (p</=0.6,,,,,2,1.3,8,1.3,,,,,,,,,,,,,89.7,12.6,52.3,12.6,,,,,9,16.2,100,16.2,,,,
584,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38875,,"r2,r10",2,Stratego fb Folicur,propiconizole + trifloxystrobin fb tebuconizole,prop + trif fb tebu,mixed modes of action,mma,10 fb 4,rcb,10,Fishers LSD (p</=0.7,,,,,1,1.3,8,1.3,,,,,,,,,,,,,82.5,12.6,52.3,12.6,,,,,19,16.2,100,16.2,,,,
585,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38876,,"r2,r11",2,Stratego fb Laredo,propiconizole + trifloxystrobin fb myclobutanil,prop + trif fb myc,mixed modes of action,mma,10 fb 7,rcb,11,Fishers LSD (p</=0.8,,,,,1,1.3,8,1.3,,,,,,,,,,,,,75.8,12.6,52.3,12.6,,,,,18,16.2,100,16.2,,,,
586,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38877,,"r2,r12",2,Quilt fb Folicur,propiconizole fb tebuconizole,prop fb tebu,mixed modes of action,mma,14 fb 4,rcb,12,Fishers LSD (p</=0.9,,,,,6,1.3,8,1.3,,,,,,,,,,,,,80.3,12.6,52.3,12.6,,,,,37,16.2,100,16.2,,,,
587,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38878,,"r2,r13",2,Quilt fb Laredo,propiconizole fb myclobutanil,prop fb myc,mixed modes of action,mma,14 fb 7,rcb,13,Fishers LSD (p</=0.10,,,,,6,1.3,8,1.3,,,,,,,,,,,,,77.3,12.6,52.3,12.6,,,,,26,16.2,100,16.2,,,,
588,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38879,,"r2,r14",2,Quilt fb Topguard,propiconizole fb flutriafol,prop fb flut,mixed modes of action,mma,14 fb 7,rcb,14,Fishers LSD (p</=0.11,,,,,2,1.3,8,1.3,,,,,,,,,,,,,84.1,12.6,52.3,12.6,,,,,8,16.2,100,16.2,,,,
589,Sikora et al ref 74,74,2006,AL,GCREC,Malbis fine sandy loam,38880,,"r2,r15",2,Stratego fb Topguard,propiconizole + trifloxystrobin fb flutriafol,prop + trif fb flut,mixed modes of action,mma,10 fb 7,rcb,15,Fishers LSD (p</=0.12,,,,,2,1.3,8,1.3,,,,,,,,,,,,,92.1,12.6,52.3,12.6,,,,,10,16.2,100,16.2,,,,
